"Year","Region","Variable","Value","Log Scale"
2006,"Northwest Territories","Real GDP Per Worker ($ 2021)",252435.226504847,12.4389099660948
2007,"Northwest Territories","Real GDP Per Worker ($ 2021)",255983.476328711,12.4528681757876
2008,"Northwest Territories","Real GDP Per Worker ($ 2021)",277160.385626643,12.5323516270906
2009,"Northwest Territories","Real GDP Per Worker ($ 2021)",233298.546342025,12.3600742271372
2010,"Northwest Territories","Real GDP Per Worker ($ 2021)",269497.157701862,12.5043131227148
2011,"Northwest Territories","Real GDP Per Worker ($ 2021)",245658.541888776,12.4116978095906
2012,"Northwest Territories","Real GDP Per Worker ($ 2021)",220603.797868917,12.3041236017409
2013,"Northwest Territories","Real GDP Per Worker ($ 2021)",220881.83282446,12.3053831443986
2014,"Northwest Territories","Real GDP Per Worker ($ 2021)",237731.699610294,12.3788980041971
2015,"Northwest Territories","Real GDP Per Worker ($ 2021)",230164.628677376,12.3465501087174
2016,"Northwest Territories","Real GDP Per Worker ($ 2021)",207285.179958353,12.241850805074
2017,"Northwest Territories","Real GDP Per Worker ($ 2021)",222073.416262753,12.3107633100702
2018,"Northwest Territories","Real GDP Per Worker ($ 2021)",219988.142392487,12.301328925666
2019,"Northwest Territories","Real GDP Per Worker ($ 2021)",209457.511544603,12.2522761889195
2020,"Northwest Territories","Real GDP Per Worker ($ 2021)",206095.420907736,12.2360945488139
2021,"Northwest Territories","Real GDP Per Worker ($ 2021)",NA,NA
1991,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1992,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1993,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1994,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1995,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1996,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1997,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1998,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1999,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
2000,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
2001,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
2002,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
2003,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
2004,"Nunavut","Real GDP Per Worker ($ 2021)",199964.065174426,12.205892955259
2005,"Nunavut","Real GDP Per Worker ($ 2021)",200967.081244343,12.2108963987249
2006,"Nunavut","Real GDP Per Worker ($ 2021)",188169.066326185,12.1450961266631
2007,"Nunavut","Real GDP Per Worker ($ 2021)",172984.941688599,12.0609598274291
2008,"Nunavut","Real GDP Per Worker ($ 2021)",181462.497086537,12.1088042837142
2009,"Nunavut","Real GDP Per Worker ($ 2021)",177775.407471905,12.0882762768144
2010,"Nunavut","Real GDP Per Worker ($ 2021)",204025.243199353,12.2259990063443
2011,"Nunavut","Real GDP Per Worker ($ 2021)",203339.005196367,12.2226298415007
2012,"Nunavut","Real GDP Per Worker ($ 2021)",212573.319723752,12.2670422418302
2013,"Nunavut","Real GDP Per Worker ($ 2021)",210166.91924799,12.2556573475327
2014,"Nunavut","Real GDP Per Worker ($ 2021)",223354.985614178,12.3165176485109
2015,"Nunavut","Real GDP Per Worker ($ 2021)",222106.494154386,12.3109122492317
2016,"Nunavut","Real GDP Per Worker ($ 2021)",218893.47231286,12.2963404626591
2017,"Nunavut","Real GDP Per Worker ($ 2021)",253179.329872581,12.4418533303455
2018,"Nunavut","Real GDP Per Worker ($ 2021)",260508.815959999,12.4703919820597
2019,"Nunavut","Real GDP Per Worker ($ 2021)",276307.61135125,12.5292700579488
2020,"Nunavut","Real GDP Per Worker ($ 2021)",355835.489554493,12.7822237950364
2021,"Nunavut","Real GDP Per Worker ($ 2021)",NA,NA
1867,"Canada","Nominal GDP Per Capita ($)",107.783978962069,4.6801290292675
1868,"Canada","Nominal GDP Per Capita ($)",107.783978962069,4.6801290292675
1869,"Canada","Nominal GDP Per Capita ($)",107.783978962069,4.6801290292675
1870,"Canada","Nominal GDP Per Capita ($)",107.783978962069,4.6801290292675
1871,"Canada","Nominal GDP Per Capita ($)",114.259472616497,4.73847193764149
1872,"Canada","Nominal GDP Per Capita ($)",121.683187034681,4.80142083954328
1873,"Canada","Nominal GDP Per Capita ($)",130.208384368273,4.86913612377082
1874,"Canada","Nominal GDP Per Capita ($)",127.318304411123,4.84669028478769
1875,"Canada","Nominal GDP Per Capita ($)",116.870918752189,4.76107006723177
1876,"Canada","Nominal GDP Per Capita ($)",107.425469028678,4.67679729575512
1877,"Canada","Nominal GDP Per Capita ($)",109.245248139898,4.69359533774278
1878,"Canada","Nominal GDP Per Capita ($)",101.551254749766,4.62056364393003
1879,"Canada","Nominal GDP Per Capita ($)",108.632327980568,4.6879690425812
1880,"Canada","Nominal GDP Per Capita ($)",115.684889340592,4.75087002360122
1881,"Canada","Nominal GDP Per Capita ($)",134.294840248501,4.90003768319696
1882,"Canada","Nominal GDP Per Capita ($)",144.478262528573,4.97312906390819
1883,"Canada","Nominal GDP Per Capita ($)",140.98812058106,4.94867563563068
1884,"Canada","Nominal GDP Per Capita ($)",133.199253054574,4.89184615039217
1885,"Canada","Nominal GDP Per Capita ($)",124.832047760791,4.82696921592471
1886,"Canada","Nominal GDP Per Capita ($)",125.043536678372,4.8286619700892
1887,"Canada","Nominal GDP Per Capita ($)",134.914991255501,4.90464488569395
1888,"Canada","Nominal GDP Per Capita ($)",137.613314935334,4.92444768633618
1889,"Canada","Nominal GDP Per Capita ($)",141.627053173716,4.95319721649792
1890,"Canada","Nominal GDP Per Capita ($)",146.483841041259,4.98691512231396
1891,"Canada","Nominal GDP Per Capita ($)",148.669199886439,5.00172370280166
1892,"Canada","Nominal GDP Per Capita ($)",146.47338238955,4.98684372177574
1893,"Canada","Nominal GDP Per Capita ($)",141.3447616479,4.95120202401107
1894,"Canada","Nominal GDP Per Capita ($)",133.623724450532,4.89502782355995
1895,"Canada","Nominal GDP Per Capita ($)",128.717775965624,4.85762222445549
1896,"Canada","Nominal GDP Per Capita ($)",128.989444493033,4.85973057537837
1897,"Canada","Nominal GDP Per Capita ($)",142.976123468812,4.96267764756951
1898,"Canada","Nominal GDP Per Capita ($)",151.843649588722,5.02285137032568
1899,"Canada","Nominal GDP Per Capita ($)",161.147847170745,5.08232224900836
1900,"Canada","Nominal GDP Per Capita ($)",174.819953606613,5.16375660777428
1901,"Canada","Nominal GDP Per Capita ($)",188.382866684717,5.23847641684294
1902,"Canada","Nominal GDP Per Capita ($)",208.134683838613,5.33818538860656
1903,"Canada","Nominal GDP Per Capita ($)",212.934430808362,5.36098428173756
1904,"Canada","Nominal GDP Per Capita ($)",211.352132914233,5.35352561882009
1905,"Canada","Nominal GDP Per Capita ($)",231.689302145114,5.44539725922487
1906,"Canada","Nominal GDP Per Capita ($)",255.609046092284,5.54364911347447
1907,"Canada","Nominal GDP Per Capita ($)",275.35349877674,5.61805572228017
1908,"Canada","Nominal GDP Per Capita ($)",254.956376135569,5.54109245654544
1909,"Canada","Nominal GDP Per Capita ($)",276.113883233698,5.62081340102471
1910,"Canada","Nominal GDP Per Capita ($)",295.646543904907,5.68916463237916
1911,"Canada","Nominal GDP Per Capita ($)",316.473173022191,5.7572384766085
1912,"Canada","Nominal GDP Per Capita ($)",344.714696998731,5.84271710968592
1913,"Canada","Nominal GDP Per Capita ($)",354.829152876466,5.87163641412998
1914,"Canada","Nominal GDP Per Capita ($)",317.404902830834,5.76017825482504
1915,"Canada","Nominal GDP Per Capita ($)",344.061518816737,5.84082047515413
1916,"Canada","Nominal GDP Per Capita ($)",413.938725769551,6.02571795748388
1917,"Canada","Nominal GDP Per Capita ($)",505.838843820548,6.22621812808538
1918,"Canada","Nominal GDP Per Capita ($)",534.17092901969,6.28071587953892
1919,"Canada","Nominal GDP Per Capita ($)",536.70842034676,6.28545496817236
1920,"Canada","Nominal GDP Per Capita ($)",604.124417742918,6.40378016636245
1921,"Canada","Nominal GDP Per Capita ($)",473.45960516729,6.1600665978302
1922,"Canada","Nominal GDP Per Capita ($)",484.841358067171,6.18382174066095
1923,"Canada","Nominal GDP Per Capita ($)",516.368287082006,6.24682024554917
1924,"Canada","Nominal GDP Per Capita ($)",502.853592865794,6.22029905987002
1925,"Canada","Nominal GDP Per Capita ($)",548.995097047606,6.30808951077312
1926,"Canada","Nominal GDP Per Capita ($)",577.651826635213,6.35897131110738
1927,"Canada","Nominal GDP Per Capita ($)",589.361343600141,6.37903948213329
1928,"Canada","Nominal GDP Per Capita ($)",628.277665330883,6.44298221099875
1929,"Canada","Nominal GDP Per Capita ($)",625.187970385567,6.43805235713631
1930,"Canada","Nominal GDP Per Capita ($)",572.302941727558,6.34966846958629
1931,"Canada","Nominal GDP Per Capita ($)",461.901474179112,6.13535160898616
1932,"Canada","Nominal GDP Per Capita ($)",370.636839187401,5.91522271308639
1933,"Canada","Nominal GDP Per Capita ($)",335.420059772501,5.81538365610542
1934,"Canada","Nominal GDP Per Capita ($)",377.404429587754,5.93331736998204
1935,"Canada","Nominal GDP Per Capita ($)",405.051735255448,6.00401480031978
1936,"Canada","Nominal GDP Per Capita ($)",432.227625582014,6.06895236054469
1937,"Canada","Nominal GDP Per Capita ($)",484.639770506556,6.18340587374497
1938,"Canada","Nominal GDP Per Capita ($)",482.828893912608,6.17966233397906
1939,"Canada","Nominal GDP Per Capita ($)",509.53720656276,6.23350287563493
1940,"Canada","Nominal GDP Per Capita ($)",602.430338211166,6.40097203745388
1941,"Canada","Nominal GDP Per Capita ($)",735.095431881551,6.60000033007907
1942,"Canada","Nominal GDP Per Capita ($)",899.610572576827,6.80196197254703
1943,"Canada","Nominal GDP Per Capita ($)",957.090125711814,6.8638975622662
1944,"Canada","Nominal GDP Per Capita ($)",1012.96198201679,6.9206339734524
1945,"Canada","Nominal GDP Per Capita ($)",1003.65837861909,6.91140698201044
1946,"Canada","Nominal GDP Per Capita ($)",987.523058952808,6.89519984734094
1947,"Canada","Nominal GDP Per Capita ($)",1096.24554853104,6.99964648304512
1948,"Canada","Nominal GDP Per Capita ($)",1265.99627439053,7.14361465988031
1949,"Canada","Nominal GDP Per Capita ($)",1325.82446924763,7.1897897858503
1950,"Canada","Nominal GDP Per Capita ($)",1424.5427395571,7.26160615668696
1951,"Canada","Nominal GDP Per Capita ($)",1623.81899459541,7.39253605797996
1952,"Canada","Nominal GDP Per Capita ($)",1779.58740575766,7.48413682189946
1953,"Canada","Nominal GDP Per Capita ($)",1816.34445959345,7.50458122156706
1954,"Canada","Nominal GDP Per Capita ($)",1773.51288148098,7.48071753749769
1955,"Canada","Nominal GDP Per Capita ($)",1903.92894181244,7.55167489417822
1956,"Canada","Nominal GDP Per Capita ($)",2089.8023294248,7.64482476126337
1957,"Canada","Nominal GDP Per Capita ($)",2121.96198377979,7.66009640373531
1958,"Canada","Nominal GDP Per Capita ($)",2135.02823172638,7.66623514886634
1959,"Canada","Nominal GDP Per Capita ($)",2213.35138115273,7.7022631079044
1960,"Canada","Nominal GDP Per Capita ($)",2255.09373325416,7.72094681792619
1961,"Canada","Nominal GDP Per Capita ($)",2306.01662597053,7.74327691067749
1962,"Canada","Nominal GDP Per Capita ($)",2462.95922351009,7.80911884236436
1963,"Canada","Nominal GDP Per Capita ($)",2601.24742322533,7.86374638711642
1964,"Canada","Nominal GDP Per Capita ($)",2799.98443761429,7.93736913815295
1965,"Canada","Nominal GDP Per Capita ($)",3033.1830799399,8.01736786852423
1966,"Canada","Nominal GDP Per Capita ($)",3335.61695211901,8.11241293437974
1967,"Canada","Nominal GDP Per Capita ($)",3526.51157080597,8.16806443774478
1968,"Canada","Nominal GDP Per Capita ($)",3792.48018557897,8.24077548657594
1969,"Canada","Nominal GDP Per Capita ($)",4116.84151612942,8.32284152603974
1970,"Canada","Nominal GDP Per Capita ($)",4375.99530240752,8.38388927061118
1971,"Canada","Nominal GDP Per Capita ($)",4674.78318447878,8.44993806299571
1972,"Canada","Nominal GDP Per Capita ($)",5116.57796025773,8.5402411274395
1973,"Canada","Nominal GDP Per Capita ($)",5921.77477415067,8.68639147587999
1974,"Canada","Nominal GDP Per Capita ($)",6946.06108624137,8.84593002771415
1975,"Canada","Nominal GDP Per Capita ($)",7701.50729277267,8.94917134099293
1976,"Canada","Nominal GDP Per Capita ($)",8797.42410144461,9.08221424187175
1977,"Canada","Nominal GDP Per Capita ($)",9605.87593407343,9.17013026667951
1978,"Canada","Nominal GDP Per Capita ($)",10531.4458130322,9.26212089988426
1979,"Canada","Nominal GDP Per Capita ($)",11899.3399062234,9.38423820749584
1980,"Canada","Nominal GDP Per Capita ($)",13190.5829765233,9.48725844310639
1981,"Canada","Nominal GDP Per Capita ($)",14862.4018007344,9.60658993379366
1982,"Canada","Nominal GDP Per Capita ($)",15475.8943871203,9.64703889149629
1983,"Canada","Nominal GDP Per Capita ($)",16629.1766256295,9.71891405957396
1984,"Canada","Nominal GDP Per Capita ($)",18062.7433485939,9.80160671735055
1985,"Canada","Nominal GDP Per Capita ($)",19370.9807385369,9.87153138694877
1986,"Canada","Nominal GDP Per Capita ($)",20202.5615319682,9.91356468386305
1987,"Canada","Nominal GDP Per Capita ($)",21756.9066959104,9.987686535346
1988,"Canada","Nominal GDP Per Capita ($)",23433.9986596066,10.0619431810294
1989,"Canada","Nominal GDP Per Capita ($)",24676.8847449827,10.1136222441601
1990,"Canada","Nominal GDP Per Capita ($)",25169.8009145799,10.1334001784668
1991,"Canada","Nominal GDP Per Capita ($)",25074.8637017692,10.129621177193
1992,"Canada","Nominal GDP Per Capita ($)",25364.7820746492,10.1411169583869
1993,"Canada","Nominal GDP Per Capita ($)",26073.2591405522,10.1686655140947
1994,"Canada","Nominal GDP Per Capita ($)",27347.0392481439,10.216363547809
1995,"Canada","Nominal GDP Per Capita ($)",28418.8497784934,10.2548079285764
1996,"Canada","Nominal GDP Per Capita ($)",29078.0402196161,10.2777385366535
1997,"Canada","Nominal GDP Per Capita ($)",30364.9059649861,10.3210428115044
1998,"Canada","Nominal GDP Per Capita ($)",31222.6768837455,10.3488999329865
1999,"Canada","Nominal GDP Per Capita ($)",33191.4676766649,10.4100481241842
2000,"Canada","Nominal GDP Per Capita ($)",36090.2063789244,10.4937768160723
2001,"Canada","Nominal GDP Per Capita ($)",36954.8781100684,10.5174529368796
2002,"Canada","Nominal GDP Per Capita ($)",38126.6464197623,10.5486686977579
2003,"Canada","Nominal GDP Per Capita ($)",39702.994313013,10.5891818873327
2004,"Canada","Nominal GDP Per Capita ($)",41870.8087012305,10.6423441734011
2005,"Canada","Nominal GDP Per Capita ($)",44143.1425368997,10.6951928720409
2006,"Canada","Nominal GDP Per Capita ($)",46007.7706074551,10.7365655874538
2007,"Canada","Nominal GDP Per Capita ($)",48028.0821905402,10.7795411644538
2008,"Canada","Nominal GDP Per Capita ($)",49911.749580484,10.8180117165574
2009,"Canada","Nominal GDP Per Capita ($)",46792.2493575381,10.7534728561721
2010,"Canada","Nominal GDP Per Capita ($)",49061.5348719586,10.8008306029317
2011,"Canada","Nominal GDP Per Capita ($)",51724.2896167839,10.8536827686728
2012,"Canada","Nominal GDP Per Capita ($)",52710.4982115127,10.8725699217399
2013,"Canada","Nominal GDP Per Capita ($)",54297.1084086045,10.9022262523605
2014,"Canada","Nominal GDP Per Capita ($)",56365.1303407155,10.9396059899166
2015,"Canada","Nominal GDP Per Capita ($)",55788.9280150143,10.929330706011
2016,"Canada","Nominal GDP Per Capita ($)",56183.0632529368,10.9363706248559
2017,"Canada","Nominal GDP Per Capita ($)",58656.3078494583,10.9794503990139
2018,"Canada","Nominal GDP Per Capita ($)",60418.6241052332,11.0090526825071
2019,"Canada","Nominal GDP Per Capita ($)",61568.5011288898,11.0279056734298
2020,"Canada","Nominal GDP Per Capita ($)",58080.8096925419,10.9695905903888
2021,"Canada","Nominal GDP Per Capita ($)",65220.4938348567,11.0855290211462
1949,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",NA,NA
1950,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",632.624645649431,6.44987726940673
1951,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",754.645722520177,6.62624839742556
1952,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",789.654786197728,6.67159587046116
1953,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",838.534911116155,6.73165621559768
1954,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",858.259885557471,6.75490695054408
1955,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",924.100727694963,6.82882107835712
1956,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",998.747493589045,6.90650198752945
1957,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1035.39914272645,6.94254227650382
1958,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",997.286586827313,6.90503817783108
1959,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1044.68745935297,6.9514730377061
1960,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1157.89794702323,7.05436152559933
1961,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1198.27472336243,7.08863807071854
1962,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1245.65869812599,7.12741974378808
1963,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1353.06383746097,7.21012680921663
1964,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1482.05896021445,7.30118758928494
1965,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1600.85200605887,7.37829127028484
1966,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1800.55248336088,7.49584883198977
1967,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",1879.08489538612,7.53854017954563
1968,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",2096.717170034,7.64812814819288
1969,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",2255.89479904122,7.7213019799
1970,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",2495.63331555004,7.82229780986304
1971,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",2636.64882432162,7.87726400506246
1972,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",2721.07674708744,7.90878294385679
1973,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",3160.74370563921,8.05856262877634
1974,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",3788.50519344564,8.23972681221532
1975,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",4290.41442462432,8.36413860973288
1976,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",5041.30719984125,8.52542069248398
1977,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",5680.41283501689,8.64477919129526
1978,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",6084.22251150352,8.71345422593583
1979,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",7344.70039084181,8.90173429687632
1980,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",7662.29129049874,8.94406634209194
1981,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",9127.38005430192,9.11903397230972
1982,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",9850.20782683711,9.19524783311483
1983,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",10475.443915713,9.25678912248074
1984,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",11221.1562497306,9.3255562263278
1985,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",11790.6003193647,9.37505790990816
1986,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",12833.4600021516,9.45981110185659
1987,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",13891.5447759378,9.53903564453478
1988,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",14920.4670754911,9.61048917859557
1989,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",15747.089156033,9.66441081168333
1990,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",16133.5578002245,9.68865671717688
1991,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",16768.9133330113,9.72728205444771
1992,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",16715.824095127,9.72411110036856
1993,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",17062.7455916355,9.7446527454727
1994,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",18147.2880901568,9.80627641200895
1995,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",19171.7615708225,9.86119372387956
1996,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",18997.7452125968,9.85207557808516
1997,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",19491.3515976265,9.87772613835913
1998,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",20926.4545432654,9.94876940516477
1999,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",23195.8134659844,10.0517270873182
2000,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",26848.3197781675,10.1979585198846
2001,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",27706.3707029649,10.2294176550087
2002,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",32249.495169217,10.3812576684337
2003,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",35563.0821337849,10.4790633600503
2004,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",38055.9039702526,10.546811514729
2005,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",43341.654806623,10.6768694563324
2006,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",48183.2852845325,10.782767461568
2007,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",57139.2089263439,10.9532458312077
2008,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",61759.5258619847,11.031003507564
2009,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",48421.7737362869,10.7877048621277
2010,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",55759.5750264842,10.9288044239291
2011,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",63927.7408147444,11.0655086747153
2012,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",60916.3191442875,11.0172563840459
2013,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",65433.6633062298,11.0887921344706
2014,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",64944.4580135906,11.0812876914927
2015,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",59003.9707110356,10.9853600208103
2016,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",59534.2880780317,10.9943076957728
2017,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",63776.7416502445,11.0631438519314
2018,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",65813.6083415785,11.0945819096322
2019,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",67598.7291446563,11.1213444622191
2020,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",60571.884518302,11.0115861125552
2021,"Newfoundland and Labrador","Nominal GDP Per Capita ($)",NA,NA
1867,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1868,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1869,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1870,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1871,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1872,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1873,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1874,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1875,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1876,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1877,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1878,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1879,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1880,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1881,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1882,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1883,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1884,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1885,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1886,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1887,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1888,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1889,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1890,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1891,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1892,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1893,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1894,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1895,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1896,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1897,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1898,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1899,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1900,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1901,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1902,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1903,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1904,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1905,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1906,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1907,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1908,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1909,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1910,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1911,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1912,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1913,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1914,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1915,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1916,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1917,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1918,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1919,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1920,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1921,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1922,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1923,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1924,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1925,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1926,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1927,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1928,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1929,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1930,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1931,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1932,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1933,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1934,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1935,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
1936,"Prince Edward Island","Nominal GDP Per Capita ($)",NA,NA
